308, 268, 26.287
307, 268, 5.864
307, 268, 3.571
306, 268, 6.129
305, 267, 4.617
305, 267, 3.398
304, 267, 4.670
304, 267, 3.450
303, 267, 5.868
303, 267, 5.032
302, 267, 3.808
302, 267, 3.194
301, 267, 0.396
300, 267, 0.233
300, 267, 0.204
299, 267, 0.217
299, 267, 0.213
298, 267, 0.230
298, 267, 0.224
297, 267, 0.215
296, 266, 0.281
296, 266, 0.216
295, 266, 0.218
295, 266, 0.204
294, 266, 0.206
294, 266, 0.211
293, 266, 0.202
293, 266, 0.224
292, 266, 0.204
291, 266, 0.222
291, 266, 0.219
290, 266, 0.262
291, 266, 0.200
291, 266, 0.224
292, 265, 0.327
292, 265, 0.217
293, 265, 0.232
294, 265, 5.837
294, 265, 5.239
295, 265, 5.587
295, 265, 5.062
296, 265, 0.356
296, 265, 0.241
297, 265, 5.946
297, 264, 3.885
298, 264, 5.300
298, 264, 4.945
299, 264, 4.921
300, 264, 5.708
300, 264, 5.092
301, 264, 3.613
301, 264, 3.334
302, 264, 3.544
302, 263, 3.625
303, 263, 3.718
303, 263, 3.376
304, 263, 3.654
305, 263, 5.321
305, 263, 5.174
306, 263, 3.838
306, 263, 3.165
307, 263, 3.186
307, 263, 2.975
308, 262, 5.731
308, 263, 5.510
308, 264, 5.053
308, 264, 5.021
308, 265, 4.340
308, 266, 3.650
308, 266, 3.441
308, 267, 5.072
308, 268, 6.077
308, 268, 10.065
307, 268, 4.028
307, 268, 3.440
306, 268, 13.631
305, 267, 6.209
305, 267, 3.533
304, 267, 4.050
304, 267, 3.521
303, 267, 8.686
303, 267, 8.338
302, 267, 3.787
302, 267, 3.248
301, 267, 0.341
300, 267, 0.314
300, 267, 0.275
299, 267, 0.284
299, 267, 0.252
298, 267, 0.277
298, 267, 0.241
297, 267, 0.261
296, 266, 0.262
296, 266, 0.227
295, 266, 0.238
295, 266, 0.243
294, 266, 0.247
294, 266, 0.249
293, 266, 0.267
293, 266, 0.247
