308, 268, 20.785
307, 268, 5.432
307, 268, 3.516
306, 268, 6.209
305, 267, 4.303
305, 267, 3.222
304, 267, 4.320
304, 267, 3.434
303, 267, 5.483
303, 267, 4.853
302, 267, 3.638
302, 267, 3.177
301, 267, 0.317
300, 267, 0.211
300, 267, 0.223
299, 267, 0.236
299, 267, 0.236
298, 267, 0.223
298, 267, 0.227
297, 267, 0.209
296, 266, 0.275
296, 266, 0.221
295, 266, 0.198
295, 266, 0.194
294, 266, 0.198
294, 266, 0.196
293, 266, 0.191
293, 266, 0.192
292, 266, 0.197
291, 266, 0.194
291, 266, 0.208
290, 266, 0.277
291, 266, 0.208
291, 266, 0.195
292, 265, 0.267
292, 265, 0.195
293, 265, 0.206
294, 265, 6.207
294, 265, 5.014
295, 265, 5.407
295, 265, 4.780
296, 265, 0.279
296, 265, 0.215
297, 265, 5.735
297, 264, 3.833
298, 264, 5.081
298, 264, 4.724
299, 264, 4.775
300, 264, 5.346
300, 264, 4.906
301, 264, 3.293
301, 264, 3.169
302, 264, 3.467
302, 263, 3.427
303, 263, 3.516
303, 263, 3.200
304, 263, 3.420
305, 263, 5.088
305, 263, 5.140
306, 263, 3.785
306, 263, 3.166
307, 263, 3.148
307, 263, 2.885
308, 262, 5.332
308, 263, 5.213
308, 264, 4.847
308, 264, 4.906
308, 265, 4.358
308, 266, 3.459
308, 266, 3.304
308, 267, 4.996
308, 268, 5.490
308, 268, 10.118
307, 268, 3.915
307, 268, 3.241
306, 268, 9.804
305, 267, 3.841
305, 267, 3.246
304, 267, 3.693
304, 267, 3.421
303, 267, 8.465
303, 267, 8.045
302, 267, 3.583
302, 267, 3.248
301, 267, 0.301
300, 267, 0.256
300, 267, 0.298
299, 267, 0.278
299, 267, 0.271
298, 267, 0.265
298, 267, 0.246
297, 267, 0.255
296, 266, 0.231
296, 266, 0.220
295, 266, 0.257
295, 266, 0.244
294, 266, 0.226
294, 266, 0.251
293, 266, 0.220
293, 266, 0.235
292, 266, 0.219
291, 266, 0.227
291, 266, 0.242
290, 266, 0.225
291, 266, 0.256
291, 266, 0.240
292, 265, 0.263
292, 265, 0.222
293, 265, 0.224
294, 265, 8.419
294, 265, 8.213
295, 265, 8.211
295, 265, 7.967
296, 265, 0.318
296, 265, 0.245
297, 265, 8.524
297, 264, 3.666
298, 264, 8.114
298, 264, 8.004
299, 264, 7.922
300, 264, 7.997
300, 264, 8.891
301, 264, 3.691
301, 264, 3.254
302, 264, 3.452
302, 263, 3.499
303, 263, 3.437
303, 263, 3.268
304, 263, 3.489
305, 263, 8.120
305, 263, 8.208
306, 263, 3.493
306, 263, 3.094
307, 263, 3.019
307, 263, 2.994
308, 262, 8.219
308, 263, 8.267
308, 264, 8.098
308, 264, 8.079
308, 265, 4.407
308, 266, 3.422
308, 266, 3.228
308, 267, 7.885
308, 268, 8.254
308, 268, 7.915
307, 268, 4.781
307, 268, 3.728
306, 268, 5.357
306, 268, 5.138
305, 268, 0.310
305, 268, 0.211
304, 268, 0.215
303, 267, 5.162
303, 267, 4.965
302, 267, 3.513
302, 267, 3.344
301, 267, 0.259
300, 267, 0.241
300, 267, 0.241
299, 267, 0.244
299, 267, 0.214
298, 267, 0.224
298, 267, 0.211
297, 267, 0.212
296, 266, 0.235
296, 266, 0.211
295, 266, 0.221
295, 266, 0.198
294, 266, 0.197
294, 266, 0.196
293, 266, 0.196
293, 266, 0.194
292, 266, 0.196
291, 266, 0.199
291, 266, 0.197
290, 266, 0.201
291, 266, 0.189
291, 266, 0.194
292, 265, 0.243
292, 265, 0.200
293, 265, 0.212
294, 265, 5.378
294, 265, 5.112
295, 265, 5.200
295, 265, 5.217
296, 265, 0.265
296, 265, 0.233
297, 264, 3.653
297, 264, 3.699
298, 264, 5.110
298, 264, 4.806
299, 264, 4.949
300, 264, 5.112
300, 264, 4.837
301, 264, 3.555
301, 264, 3.472
302, 264, 3.584
302, 263, 3.350
303, 263, 3.451
303, 263, 3.214
304, 263, 6.072
305, 263, 5.215
305, 263, 5.333
306, 263, 3.505
306, 263, 3.150
307, 263, 3.017
307, 262, 5.372
308, 262, 5.143
308, 263, 5.195
308, 264, 4.894
308, 264, 4.908
308, 265, 4.214
308, 266, 3.659
308, 266, 3.441
308, 267, 5.213
308, 268, 5.225
308, 268, 9.172
307, 268, 4.238
307, 268, 3.380
306, 268, 8.679
306, 268, 8.163
305, 268, 0.360
305, 268, 0.257
304, 268, 0.261
303, 267, 8.250
303, 267, 7.952
302, 267, 3.595
302, 267, 3.491
301, 267, 0.295
300, 267, 0.269
300, 267, 0.284
299, 267, 0.268
299, 267, 0.255
298, 267, 0.265
298, 267, 0.245
297, 267, 0.257
296, 266, 0.265
296, 266, 0.250
295, 266, 0.255
295, 266, 0.261
294, 266, 0.256
294, 266, 0.215
293, 266, 0.238
293, 266, 0.226
292, 266, 0.219
291, 266, 0.218
291, 266, 0.247
290, 266, 0.221
291, 266, 0.219
291, 266, 0.231
292, 265, 0.242
292, 265, 0.230
293, 265, 0.232
294, 265, 8.526
294, 265, 9.295
295, 265, 8.589
295, 265, 9.971
296, 265, 0.367
296, 265, 0.267
297, 264, 3.783
297, 264, 3.561
298, 264, 7.912
298, 264, 7.987
299, 264, 8.006
