308, 268, 33.035
307, 268, 15.571
307, 268, 7.638
306, 268, 9.32
305, 267, 6.432
305, 267, 4.445
304, 267, 6.079
304, 267, 4.475
303, 267, 7.426
303, 267, 6.396
302, 267, 4.591
302, 267, 4.154
301, 267, 0.387
300, 267, 0.264
300, 267, 0.254
299, 267, 0.238
299, 267, 0.272
298, 267, 0.23
298, 267, 0.245
297, 267, 0.236
296, 266, 0.386
296, 266, 0.237
295, 266, 0.249
295, 266, 0.243
294, 266, 0.242
294, 266, 0.277
293, 266, 0.234
293, 266, 0.228
292, 266, 0.23
291, 266, 0.257
291, 266, 0.248
290, 266, 0.289
291, 266, 0.237
291, 266, 0.227
292, 265, 0.368
292, 265, 0.239
293, 265, 0.245
294, 265, 7.625
294, 265, 6.399
295, 265, 7.032
295, 265, 5.932
296, 265, 0.4
296, 265, 0.27
297, 265, 5.235
297, 264, 4.84
298, 264, 6.819
298, 264, 6.225
299, 264, 6.133
300, 264, 7.368
300, 264, 6.275
301, 264, 4.539
301, 264, 4.122
302, 264, 4.59
302, 263, 5.106
303, 263, 4.841
303, 263, 4.217
304, 263, 4.874
305, 263, 6.945
305, 263, 6.438
306, 263, 4.932
306, 263, 3.934
307, 263, 4.254
307, 263, 3.751
308, 262, 7.078
308, 263, 6.882
308, 264, 6.091
308, 264, 5.958
308, 265, 6.087
308, 266, 4.636
308, 266, 4.211
308, 267, 6.962
308, 268, 6.757
308, 268, 12.74
307, 268, 4.993
307, 268, 4.191
306, 268, 10.664
305, 267, 4.728
305, 267, 4.202
304, 267, 4.837
304, 267, 4.211
303, 267, 10.099
303, 267, 9.668
302, 267, 4.338
302, 267, 4.24
301, 267, 0.404
300, 267, 0.324
300, 267, 0.261
299, 267, 0.259
299, 267, 0.279
298, 267, 0.258
298, 267, 0.271
297, 267, 0.29
296, 266, 0.267
296, 266, 0.274
295, 266, 0.262
295, 266, 0.284
294, 266, 0.273
294, 266, 0.304
293, 266, 0.269
293, 266, 0.276
292, 266, 0.304
291, 266, 0.26
291, 266, 0.3
290, 266, 0.284
291, 266, 0.265
291, 266, 0.272
292, 265, 0.259
292, 265, 0.27
293, 265, 0.261
294, 265, 10.074
294, 265, 9.937
295, 265, 9.872
295, 265, 9.447
296, 265, 0.448
296, 265, 0.283
297, 265, 4.989
297, 264, 4.546
298, 264, 9.559
298, 264, 9.641
299, 264, 9.396
300, 264, 13.519
300, 264, 10.097
301, 264, 4.627
301, 264, 4.078
302, 264, 4.401
302, 263, 4.416
303, 263, 4.38
303, 263, 4.219
304, 263, 4.482
305, 263, 9.754
305, 263, 9.628
306, 263, 4.589
306, 263, 4.06
307, 263, 3.964
307, 263, 3.809
308, 262, 9.807
308, 263, 9.951
308, 264, 9.37
308, 264, 9.225
308, 265, 5.699
308, 266, 6.966
308, 266, 4.68
308, 267, 10.211
308, 268, 10.212
308, 268, 10.053
307, 268, 6.627
307, 268, 4.625
306, 268, 7.196
306, 268, 7.005
305, 268, 0.402
305, 268, 0.265
304, 268, 0.227
303, 267, 6.938
303, 267, 6.479
302, 267, 4.713
302, 267, 4.52
301, 267, 0.389
300, 267, 0.295
300, 267, 0.254
299, 267, 0.247
299, 267, 0.228
298, 267, 0.224
298, 267, 0.235
297, 267, 0.25
296, 266, 0.264
296, 266, 0.224
295, 266, 0.228
295, 266, 0.221
294, 266, 0.238
294, 266, 0.227
293, 266, 0.237
293, 266, 0.254
292, 266, 0.256
291, 266, 0.252
291, 266, 0.225
290, 266, 0.224
291, 266, 0.234
291, 266, 0.228
292, 265, 0.259
292, 265, 0.242
293, 265, 0.222
294, 265, 7.023
294, 265, 6.61
295, 265, 6.587
295, 265, 6.897
296, 265, 0.393
296, 265, 0.238
297, 264, 4.796
297, 264, 4.62
298, 264, 6.59
298, 264, 6.253
299, 264, 6.38
300, 264, 7.091
300, 264, 6.372
301, 264, 4.752
301, 264, 4.307
302, 264, 4.593
302, 263, 4.668
303, 263, 4.71
303, 263, 4.539
304, 263, 4.75
305, 263, 7.085
305, 263, 6.537
306, 263, 4.556
306, 263, 4.159
307, 263, 4.146
307, 262, 6.796
308, 262, 6.8
308, 263, 6.829
308, 264, 6.414
308, 264, 6.244
308, 265, 5.846
308, 266, 4.632
308, 266, 4.291
308, 267, 6.519
308, 268, 6.838
308, 268, 10.679
307, 268, 4.866
307, 268, 4.291
306, 268, 10.413
306, 268, 10.106
305, 268, 0.447
305, 268, 0.301
304, 268, 0.312
303, 267, 19.095
303, 267, 16.605
302, 267, 5.236
302, 267, 4.426
301, 267, 0.435
300, 267, 0.338
300, 267, 0.288
299, 267, 0.298
299, 267, 0.272
298, 267, 0.329
298, 267, 0.274
297, 267, 0.243
296, 266, 0.352
296, 266, 0.247
295, 266, 0.278
295, 266, 0.259
294, 266, 0.254
294, 266, 0.24
293, 266, 0.274
293, 266, 0.267
292, 266, 0.247
291, 266, 0.278
291, 266, 0.272
290, 266, 0.263
291, 266, 0.265
291, 266, 0.259
292, 265, 0.301
292, 265, 0.259
293, 265, 0.248
294, 265, 10.316
294, 265, 9.815
295, 265, 9.789
295, 265, 10.063
296, 265, 0.554
296, 265, 0.292
297, 264, 5.074
297, 264, 4.397
298, 264, 9.919
298, 264, 9.52
299, 264, 9.465
300, 264, 9.78
300, 264, 9.542
301, 264, 4.663
301, 264, 4.276
302, 264, 4.389
302, 263, 4.626
303, 263, 4.507
303, 263, 4.341
304, 263, 4.599
305, 263, 9.891
305, 263, 9.629
306, 263, 4.637
306, 263, 4.183
307, 263, 4.017
307, 262, 9.736
308, 262, 11.166
308, 263, 10.165
308, 264, 9.426
308, 264, 9.303
308, 265, 5.908
308, 266, 4.447
308, 266, 4.157
308, 267, 9.659
308, 268, 10.209
308, 268, 8.541
308, 269, 0.61
307, 269, 0.255
306, 268, 7.362
306, 268, 6.525
305, 268, 0.417
305, 268, 0.264
304, 268, 0.27
303, 267, 6.993
303, 267, 6.649
302, 267, 4.574
302, 267, 4.517
301, 267, 0.382
300, 267, 0.276
300, 267, 0.274
299, 267, 0.243
299, 267, 0.266
298, 267, 0.281
298, 267, 0.242
297, 267, 0.255
296, 266, 0.227
296, 266, 0.224
295, 266, 0.242
295, 266, 0.236
294, 266, 0.25
294, 266, 0.235
293, 266, 0.242
293, 266, 0.25
292, 266, 0.223
291, 266, 0.24
291, 266, 0.225
290, 266, 0.25
291, 266, 0.223
291, 266, 0.221
292, 265, 0.26
292, 265, 0.23
293, 265, 0.247
294, 265, 7.041
294, 265, 6.755
295, 265, 6.609
295, 265, 6.319
296, 265, 0.394
296, 265, 0.257
297, 264, 4.751
